Method,n_vars,DAG_type,SEM_type,Noise,Runtime_sec,SHD,SID,ATE_RMSE
SDCD,20,ER,linear,gaussian,96.47277760505676,21,29,0.21101528049519516
DAGBoost,20,ER,linear,gaussian,2.33866810798645,20,28,0.2050059721141457
SDCD,20,SF,linear,gaussian,120.91739964485168,26,49,0.3119534939993825
DAGBoost,20,SF,linear,gaussian,2.0064938068389893,26,49,0.3119534939993825
